                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                0.96935,                0.95645,                 1.5893,                0.96864,                0.94555,                0.98849,                0.84811,                0.62346,                0.69643,                 1.3068,             0.00099036,             0.00099036,             0.00099036
                     44,                0.92061,                0.93472,                 1.5424,                0.98359,                0.97577,                0.99342,                0.84474,                0.63784,                0.68186,                 1.2732,             0.00097386,             0.00097386,             0.00097386
                     45,                0.89845,                0.93662,                 1.5345,                0.96386,                0.96378,                0.99099,                0.84119,                 0.6226,                0.69132,                  1.265,             0.00095736,             0.00095736,             0.00095736
                     46,                0.91923,                0.89204,                 1.5461,                0.88441,                0.90267,                0.98185,                0.81578,                0.68815,                0.80538,                 1.2799,             0.00094085,             0.00094085,             0.00094085
                     47,                0.92233,                0.93324,                 1.5594,                0.91581,                  0.936,                0.97721,                0.84038,                0.60762,                0.69905,                 1.2833,             0.00092435,             0.00092435,             0.00092435
                     48,                0.92579,                0.87529,                 1.5604,                0.76067,                0.95177,                0.99305,                 0.8589,                0.60793,                0.97358,                 1.2732,             0.00090785,             0.00090785,             0.00090785
                     49,                0.91928,                0.84943,                 1.5752,                0.96857,                0.97342,                0.99428,                  0.841,                0.66172,                0.61814,                 1.2564,             0.00089134,             0.00089134,             0.00089134
                     50,                0.86119,                0.84379,                 1.5429,                0.94705,                0.98132,                0.99452,                0.84076,                0.66438,                0.65237,                 1.2638,             0.00087484,             0.00087484,             0.00087484
                     51,                0.87857,                 0.8505,                 1.5105,                0.94036,                0.94857,                0.99476,                0.86759,                0.56607,                0.67171,                 1.2232,             0.00085834,             0.00085834,             0.00085834
                     52,                0.86607,                0.82785,                  1.501,                0.95281,                0.97743,                0.99211,                0.84318,                0.66511,                0.59643,                 1.3088,             0.00084184,             0.00084184,             0.00084184
                     53,                0.84831,                0.79317,                 1.4954,                0.96815,                0.96921,                0.99419,                0.86312,                0.59725,                0.60695,                 1.2147,             0.00082533,             0.00082533,             0.00082533
                     54,                0.85913,                0.81539,                 1.4997,                0.98469,                0.97314,                0.99471,                0.87436,                0.57156,                0.57613,                 1.2145,             0.00080883,             0.00080883,             0.00080883
                     55,                 0.8364,                0.77471,                 1.4559,                0.98935,                0.98427,                0.99471,                0.86529,                0.60855,                0.56085,                   1.23,             0.00079233,             0.00079233,             0.00079233
                     56,                0.84111,                0.79197,                 1.4779,                0.87103,                0.96454,                0.99228,                 0.8544,                0.63542,                0.69383,                  1.272,             0.00077582,             0.00077582,             0.00077582
                     57,                0.82541,                0.80477,                 1.4687,                0.98511,                0.99762,                0.99476,                0.86554,                0.58762,                0.54766,                 1.2258,             0.00075932,             0.00075932,             0.00075932
                     58,                0.83845,                0.79074,                 1.4432,                0.86816,                0.95991,                0.99481,                0.87575,                  0.551,                0.66447,                 1.1712,             0.00074282,             0.00074282,             0.00074282
                     59,                0.86377,                0.78276,                 1.4927,                0.98184,                0.97383,                0.99486,                0.85831,                0.59374,                 0.6215,                 1.2065,             0.00072631,             0.00072631,             0.00072631
                     60,                 0.8645,                 0.7829,                 1.4477,                0.82185,                0.96226,                0.99281,                0.85132,                0.59711,                0.73766,                 1.2429,             0.00070981,             0.00070981,             0.00070981
                     61,                 0.8519,                 0.7729,                 1.5042,                0.96365,                0.98692,                0.99261,                 0.8417,                0.63186,                0.59811,                 1.2163,             0.00069331,             0.00069331,             0.00069331
                     62,                0.80216,                0.73862,                  1.438,                0.90973,                0.91464,                0.99297,                 0.8828,                0.51761,                0.68431,                 1.1536,              0.0006768,              0.0006768,              0.0006768
                     63,                0.82858,                0.77088,                 1.4486,                0.81049,                0.94284,                0.99353,                0.79718,                0.76624,                0.82484,                  1.285,              0.0006603,              0.0006603,              0.0006603
                     64,                0.83987,                0.72811,                 1.4585,                 0.9926,                0.98897,                 0.9949,                0.87705,                 0.5791,                0.50459,                 1.2098,              0.0006438,              0.0006438,              0.0006438
                     65,                0.79173,                0.68943,                 1.4337,                0.99643,                0.98593,                  0.995,                0.88316,                0.56721,                0.51324,                 1.1955,             0.00062729,             0.00062729,             0.00062729
                     66,                0.76834,                0.70531,                 1.4164,                0.94989,                0.91469,                0.99423,                0.88396,                0.52089,                0.64068,                 1.1663,             0.00061079,             0.00061079,             0.00061079
                     67,                0.80198,                0.69771,                 1.4088,                0.99962,                0.99252,                  0.995,                0.87548,                0.53942,                0.51647,                 1.1766,             0.00059429,             0.00059429,             0.00059429
                     68,                0.78808,                 0.7195,                 1.4138,                0.98247,                0.99445,                0.99495,                0.88206,                0.53538,                0.49383,                 1.1599,             0.00057778,             0.00057778,             0.00057778
                     69,                0.75209,                0.69823,                 1.3889,                0.99476,                 0.9951,                  0.995,                0.88638,                0.52781,                0.48006,                 1.1443,             0.00056128,             0.00056128,             0.00056128
                     70,                0.73092,                0.70461,                  1.381,                0.99304,                 0.9951,                0.99401,                0.88431,                0.52309,                0.49685,                 1.1415,             0.00054478,             0.00054478,             0.00054478
                     71,                0.73654,                 0.6884,                 1.3734,                 0.9336,                0.94808,                0.99177,                0.86338,                0.54802,                0.58418,                 1.1532,             0.00052827,             0.00052827,             0.00052827
                     72,                0.72379,                0.67967,                  1.353,                0.99754,                      1,                  0.995,                0.90012,                 0.4963,                0.54975,                 1.1343,             0.00051177,             0.00051177,             0.00051177
                     73,                0.73597,                0.70146,                 1.3954,                0.98279,                0.98084,                0.99486,                0.85739,                0.62726,                0.53548,                 1.2005,             0.00049527,             0.00049527,             0.00049527
                     74,                0.73996,                0.68186,                 1.3817,                0.99176,                      1,                  0.995,                0.87531,                0.55956,                0.51042,                 1.1944,             0.00047876,             0.00047876,             0.00047876
                     75,                0.72272,                 0.6646,                 1.3631,                0.91722,                0.97724,                0.99472,                0.86898,                0.55378,                 0.5347,                 1.1534,             0.00046226,             0.00046226,             0.00046226
                     76,                0.76362,                0.66681,                  1.417,                0.98818,                 0.9951,                0.99495,                0.90046,                0.48963,                0.46742,                 1.1116,             0.00044576,             0.00044576,             0.00044576
                     77,                0.73371,                0.64955,                 1.3638,                0.98445,                0.99344,                0.99217,                0.89392,                0.49832,                0.48295,                 1.1265,             0.00042925,             0.00042925,             0.00042925
                     78,                0.74807,                0.65112,                 1.3863,                 0.8776,                0.90793,                0.99243,                0.89299,                0.49151,                0.69713,                 1.1233,             0.00041275,             0.00041275,             0.00041275
                     79,                0.75968,                0.64753,                 1.3485,                0.96197,                0.97101,                0.99495,                0.90417,                0.48082,                0.50016,                 1.1082,             0.00039625,             0.00039625,             0.00039625
                     80,                0.72486,                0.66306,                 1.3655,                0.98735,                0.99921,                  0.995,                 0.8844,                0.53302,                0.44166,                 1.1351,             0.00037974,             0.00037974,             0.00037974
                     81,                0.74344,                0.65771,                  1.376,                0.99405,                0.99591,                  0.995,                0.88108,                0.51336,                0.42017,                 1.1256,             0.00036324,             0.00036324,             0.00036324
                     82,                0.70507,                0.62722,                  1.353,                0.98451,                0.99544,                  0.995,                0.89876,                0.47949,                0.43435,                 1.1024,             0.00034674,             0.00034674,             0.00034674
                     83,                0.70924,                 0.6495,                 1.3568,                0.98671,                0.99495,                  0.995,                0.90786,                0.46375,                0.44154,                 1.1207,             0.00033023,             0.00033023,             0.00033023
                     84,                 0.7217,                0.60696,                 1.3639,                0.99555,                0.99723,                  0.995,                0.88879,                0.50174,                0.41354,                 1.1312,             0.00031373,             0.00031373,             0.00031373
                     85,                0.65864,                0.56964,                 1.2987,                0.99587,                0.99851,                  0.995,                0.89599,                0.51338,                0.41947,                 1.1425,             0.00029723,             0.00029723,             0.00029723
                     86,                0.67999,                0.57831,                 1.3372,                0.99684,                0.99961,                  0.995,                0.91138,                0.46185,                0.39517,                 1.0902,             0.00028072,             0.00028072,             0.00028072
                     87,                0.70194,                0.60282,                 1.3296,                0.99686,                      1,                  0.995,                0.89339,                0.47958,                0.40197,                 1.0834,             0.00026422,             0.00026422,             0.00026422
                     88,                0.72553,                0.60657,                 1.3501,                0.99164,                0.99932,                  0.995,                 0.8989,                0.48292,                0.39198,                  1.104,             0.00024772,             0.00024772,             0.00024772
                     89,                0.69288,                0.59352,                 1.3137,                0.98845,                 0.9951,                  0.995,                 0.8918,                0.49435,                0.40755,                 1.1019,             0.00023121,             0.00023121,             0.00023121
                     90,                0.67971,                0.61762,                 1.3141,                0.98782,                 0.9951,                  0.995,                0.90638,                0.46386,                0.40438,                  1.087,             0.00021471,             0.00021471,             0.00021471
                     91,                0.56761,                0.49206,                 1.2033,                0.98698,                 0.9951,                  0.995,                0.90389,                0.47144,                0.45209,                 1.1003,             0.00019821,             0.00019821,             0.00019821
                     92,                0.54486,                0.48281,                 1.1699,                0.99218,                 0.9993,                  0.995,                0.88999,                 0.4859,                0.46023,                 1.0864,              0.0001817,              0.0001817,              0.0001817
                     93,                0.54766,                0.46754,                 1.1725,                0.99276,                0.99939,                0.99495,                0.90114,                0.45961,                0.40257,                 1.0769,              0.0001652,              0.0001652,              0.0001652
                     94,                0.53078,                0.46929,                 1.1495,                0.99342,                0.99956,                  0.995,                0.89267,                0.48606,                0.39359,                 1.0809,              0.0001487,              0.0001487,              0.0001487
                     95,                0.54359,                 0.4612,                 1.1471,                0.99323,                 0.9951,                  0.995,                0.88478,                0.51654,                0.39683,                 1.0932,             0.00013219,             0.00013219,             0.00013219
                     96,                0.52466,                0.45731,                 1.1463,                0.98907,                0.99481,                  0.995,                0.91062,                0.45837,                0.40044,                 1.0642,             0.00011569,             0.00011569,             0.00011569
                     97,                0.51963,                0.44267,                 1.1538,                0.99133,                 0.9951,                  0.995,                0.90849,                0.46549,                0.38138,                 1.0672,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.51939,                0.43389,                 1.1628,                0.99037,                0.99921,                  0.995,                0.89979,                0.48306,                  0.369,                 1.0591,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                0.53301,                0.44131,                 1.1532,                0.98738,                0.99917,                  0.995,                0.90211,                0.46402,                0.37266,                  1.051,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.51401,                0.44686,                 1.1406,                0.98694,                0.99706,                  0.995,                0.91513,                 0.4449,                0.36938,                 1.0513,             4.9677e-05,             4.9677e-05,             4.9677e-05
